occ_code,title,JobFamily,isBright,isGreen,JobZone,MedianSalary,pct_computer,pct_physical,pct_communication,pct_analyze,pct_manage,pct_creative,pct_textnative,observed_exposure
13-2052,Personal Financial Advisors,Business and Financial Operations,1,1,4,114668.1,0.0,0.0476190476190476,0.9047619047619048,0.4285714285714285,0.238095238095238,0.0,0.0476190476190476,0.3504
13-2053,Insurance Underwriters,Business and Financial Operations,0,0,4,89500.2,0.0,0.0,0.1428571428571428,0.5714285714285714,0.1428571428571428,0.0,0.0,0.0625
13-2054,Financial Risk Specialists,Business and Financial Operations,0,0,4,85101.3,0.0889328063241106,0.0,0.5370879120879121,0.5086206896551724,0.2622549019607843,0.0,0.0701970443349753,0.2649
13-2061,Financial Examiners,Business and Financial Operations,1,0,4,103432.2,0.0588235294117647,0.0,0.6470588235294118,0.6470588235294118,0.4117647058823529,0.0,0.0588235294117647,0.0428
13-2071,Credit Counselors,Business and Financial Operations,1,0,4,58282.2,0.1372549019607843,0.0,0.7058823529411765,0.3725490196078431,0.2745098039215686,0.0,0.0588235294117647,0.2341
13-2072,Loan Officers,Business and Financial Operations,1,0,3,81321.6,0.0869565217391304,0.0,0.6521739130434783,0.4782608695652174,0.217391304347826,0.0,0.0869565217391304,0.1857
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,0,0,3,70227.6,0.1153846153846153,0.0384615384615384,0.5,0.5,0.0769230769230769,0.0,0.0769230769230769,0.0275
13-2082,Tax Preparers,Business and Financial Operations,0,0,3,50813.1,0.0909090909090909,0.0,0.7272727272727273,0.3636363636363636,0.0,0.0,0.2727272727272727,0.1283
13-2099,"Financial Specialists, All Other",Business and Financial Operations,0,1,2,90661.2,0.057471264367816,0.0344827586206896,0.4597701149425287,0.5977011494252874,0.1149425287356321,0.0114942528735632,0.0689655172413793,0.2202
15-1211,Computer Systems Analysts,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.2763
15-1212,Information Security Analysts,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.4859
15-1221,Computer and Information Research Scientists,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.3404
15-1231,Computer Network Support Specialists,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.2867
15-1232,Computer User Support Specialists,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.4685
15-1241,Computer Network Architects,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.1987
15-1242,Database Administrators,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.3315
15-1243,Database Architects,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.5787
15-1244,Network and Computer Systems Administrators,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.3373
15-1251,Computer Programmers,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.7451
15-1252,Software Developers,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.288
15-1253,Software Quality Assurance Analysts and Testers,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.5195
15-1254,Web Developers,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.4802
15-1255,Web and Digital Interface Designers,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.249
15-1299,"Computer Occupations, All Other",Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.3106
15-2011,Actuaries,Computer and Mathematical,1,0,4,132715.2,0.0714285714285714,0.0714285714285714,0.5714285714285714,0.5,0.2142857142857142,0.0,0.0714285714285714,0.0539
15-2021,Mathematicians,Computer and Mathematical,1,0,5,131451.0,0.0909090909090909,0.0909090909090909,0.3636363636363636,0.4545454545454545,0.0,0.0,0.0909090909090909,0.4241
15-2031,Operations Research Analysts,Computer and Mathematical,1,0,5,107573.1,0.0714285714285714,0.0,0.5,0.7142857142857143,0.5,0.0,0.0714285714285714,0.4288
15-2041,Statisticians,Computer and Mathematical,1,0,5,113236.2,0.1875,0.0,0.359375,0.671875,0.203125,0.046875,0.1875,0.2107
15-2051,Data Scientists,Computer and Mathematical,1,0,5,113236.2,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.4605
15-2099,"Mathematical Science Occupations, All Other",Computer and Mathematical,0,0,4,73775.1,0.0811688311688311,0.0357142857142857,0.4318181818181818,0.5859375,0.2087053571428571,0.0,0.0811688311688311,0.4793
17-1011,"Architects, Except Landscape and Naval",Architecture and Engineering,1,1,4,102400.2,0.0833333333333333,0.2916666666666667,0.5,0.375,0.125,0.125,0.0833333333333333,0.0784
17-1012,Landscape Architects,Architecture and Engineering,0,1,4,88016.7,0.0,0.4736842105263157,0.5263157894736842,0.4736842105263157,0.1052631578947368,0.2631578947368421,0.1052631578947368,0.0
17-1021,Cartographers and Photogrammetrists,Architecture and Engineering,1,0,4,83114.7,0.2142857142857142,0.0,0.2142857142857142,0.5,0.1428571428571428,0.5,0.0714285714285714,0.08
17-1022,Surveyors,Architecture and Engineering,0,0,4,80728.2,0.1282051282051282,0.0769230769230769,0.5128205128205128,0.5384615384615384,0.2564102564102564,0.0512820512820512,0.1538461538461538,0.0022
17-2011,Aerospace Engineers,Architecture and Engineering,0,1,4,148633.80000000002,0.1111111111111111,0.0,0.3888888888888889,0.7777777777777778,0.3333333333333333,0.0,0.0555555555555555,0.0753
17-2021,Agricultural Engineers,Architecture and Engineering,0,0,4,99471.9,0.1428571428571428,0.2142857142857142,0.6428571428571429,0.2142857142857142,0.4285714285714285,0.0714285714285714,0.0714285714285714,0.0
17-2031,Bioengineers and Biomedical Engineers,Architecture and Engineering,0,0,4,114229.5,0.1052631578947368,0.1052631578947368,0.3157894736842105,0.5263157894736842,0.0526315789473684,0.0,0.1052631578947368,0.1328
17-2041,Chemical Engineers,Architecture and Engineering,0,1,4,135333.9,0.0,0.0833333333333333,0.1666666666666666,0.5833333333333334,0.25,0.0833333333333333,0.0833333333333333,0.0
17-2051,Civil Engineers,Architecture and Engineering,0,1,4,111765.6,0.0930232558139534,0.2558139534883721,0.2790697674418604,0.5116279069767442,0.2325581395348837,0.0232558139534883,0.0930232558139534,0.0081
17-2061,Computer Hardware Engineers,Architecture and Engineering,0,0,4,147834.0,0.3333333333333333,0.1666666666666666,0.6111111111111112,0.5,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.1453
17-2071,Electrical Engineers,Architecture and Engineering,0,1,4,124665.6,0.2727272727272727,0.2272727272727272,0.2727272727272727,0.4090909090909091,0.3181818181818182,0.0,0.0454545454545454,0.059
17-2072,"Electronics Engineers, Except Computer",Architecture and Engineering,0,1,4,132483.0,0.3255813953488372,0.1627906976744186,0.3953488372093023,0.4651162790697674,0.2093023255813953,0.0,0.1395348837209302,0.0999
17-2081,Environmental Engineers,Architecture and Engineering,0,1,4,113029.8,0.2727272727272727,0.1636363636363636,0.3636363636363636,0.4545454545454545,0.1636363636363636,0.0181818181818181,0.0909090909090909,0.0358
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Architecture and Engineering,0,1,3,114977.7,0.1,0.175,0.35,0.6,0.175,0.0,0.075,0.0
17-2112,Industrial Engineers,Architecture and Engineering,1,1,4,112281.6,0.108695652173913,0.0434782608695652,0.4565217391304347,0.7391304347826086,0.4130434782608695,0.0652173913043478,0.0434782608695652,0.0367
17-2121,Marine Engineers and Naval Architects,Architecture and Engineering,1,0,2,119402.4,0.0,0.2333333333333333,0.2666666666666666,0.5333333333333333,0.3333333333333333,0.0333333333333333,0.0666666666666666,0.0358
17-2131,Materials Engineers,Architecture and Engineering,0,0,4,119183.1,0.05,0.0,0.4,0.5,0.35,0.0,0.0,0.0
17-2141,Mechanical Engineers,Architecture and Engineering,0,1,4,112707.3,0.1392405063291139,0.1012658227848101,0.2658227848101265,0.4050632911392405,0.2658227848101265,0.0126582278481012,0.0759493670886076,0.0813
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,0,0,4,119002.5,0.1111111111111111,0.2222222222222222,0.2777777777777778,0.5,0.5,0.0,0.1666666666666666,0.0
17-2161,Nuclear Engineers,Architecture and Engineering,0,1,4,138804.0,0.0,0.15,0.4,0.65,0.25,0.0,0.2,0.0
17-2171,Petroleum Engineers,Architecture and Engineering,0,0,4,176949.30000000002,0.0869565217391304,0.2608695652173913,0.391304347826087,0.4782608695652174,0.2608695652173913,0.0,0.0434782608695652,0.0
17-2199,"Engineers, All Other",Architecture and Engineering,0,1,4,125104.2,0.1576923076923077,0.0961538461538461,0.3153846153846154,0.4615384615384615,0.1576923076923077,0.0346153846153846,0.0846153846153846,0.0659
17-3011,Architectural and Civil Drafters,Architecture and Engineering,0,1,2,70846.8,0.125,0.28125,0.53125,0.53125,0.25,0.15625,0.09375,0.0
17-3012,Electrical and Electronics Drafters,Architecture and Engineering,0,0,2,77490.3,0.2,0.3666666666666666,0.4666666666666667,0.4666666666666667,0.0666666666666666,0.1,0.0333333333333333,0.0889
17-3013,Mechanical Drafters,Architecture and Engineering,0,0,3,72136.8,0.1428571428571428,0.1428571428571428,0.3571428571428571,0.2142857142857142,0.1428571428571428,0.2142857142857142,0.0,0.0
17-3021,Aerospace Engineering and Operations Technologists and Technicians,Architecture and Engineering,0,0,3,86442.90000000001,0.0909090909090909,0.3636363636363636,0.0909090909090909,0.2727272727272727,0.0909090909090909,0.0,0.0,0.0
17-3022,Civil Engineering Technologists and Technicians,Architecture and Engineering,0,0,3,67828.2,0.1538461538461538,0.0769230769230769,0.3076923076923077,0.7692307692307693,0.2307692307692307,0.1538461538461538,0.0769230769230769,0.0776
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Architecture and Engineering,0,1,2,82985.7,0.0930232558139534,0.3023255813953488,0.2790697674418604,0.5348837209302325,0.1395348837209302,0.0232558139534883,0.0930232558139534,0.0202
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Architecture and Engineering,0,1,3,74549.1,0.2857142857142857,0.4285714285714285,0.1142857142857142,0.2285714285714285,0.0,0.0,0.0285714285714285,0.0
17-3025,Environmental Engineering Technologists and Technicians,Architecture and Engineering,1,1,4,65222.4,0.0769230769230769,0.1153846153846153,0.2307692307692307,0.5384615384615384,0.1538461538461538,0.0384615384615384,0.0,0.1029
17-3026,Industrial Engineering Technologists and Technicians,Architecture and Engineering,0,1,3,71543.40000000001,0.0588235294117647,0.0588235294117647,0.2352941176470588,0.5294117647058824,0.2352941176470588,0.1176470588235294,0.1176470588235294,0.0
17-3027,Mechanical Engineering Technologists and Technicians,Architecture and Engineering,0,1,3,72562.5,0.1388888888888889,0.1944444444444444,0.3333333333333333,0.5555555555555556,0.0277777777777777,0.0277777777777777,0.0555555555555555,0.0683
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Architecture and Engineering,0,1,3,81528.0,0.1472868217054263,0.189922480620155,0.1976744186046511,0.3682170542635659,0.127906976744186,0.0271317829457364,0.0542635658914728,0.0
17-3031,Surveying and Mapping Technicians,Architecture and Engineering,0,0,2,57250.2,0.2045454545454545,0.0681818181818181,0.5227272727272727,0.4090909090909091,0.0909090909090909,0.2045454545454545,0.0909090909090909,0.0
19-1011,Animal Scientists,"Life, Physical, and Social Science",1,0,5,75310.2,0.0,0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.0
19-1012,Food Scientists and Technologists,"Life, Physical, and Social Science",0,0,4,84237.0,0.0769230769230769,0.0,0.3076923076923077,0.4615384615384615,0.1538461538461538,0.0769230769230769,0.0,0.0
19-1013,Soil and Plant Scientists,"Life, Physical, and Social Science",1,1,5,82495.5,0.074074074074074,0.1481481481481481,0.2222222222222222,0.5925925925925926,0.1851851851851851,0.0,0.0,0.0513
19-1021,Biochemists and Biophysicists,"Life, Physical, and Social Science",0,0,5,120331.2,0.0,0.0,0.2608695652173913,0.6521739130434783,0.0869565217391304,0.0,0.0434782608695652,0.0756
19-1022,Microbiologists,"Life, Physical, and Social Science",0,0,5,92428.5,0.0714285714285714,0.0,0.5,0.4285714285714285,0.0714285714285714,0.0,0.0714285714285714,0.0969
19-1023,Zoologists and Wildlife Biologists,"Life, Physical, and Social Science",0,1,5,81811.8,0.1333333333333333,0.0,0.5333333333333333,0.4666666666666667,0.2666666666666666,0.0,0.0,0.0606
19-1029,"Biological Scientists, All Other","Life, Physical, and Social Science",0,0,4,102671.1,0.2461538461538461,0.0,0.4769230769230769,0.5846153846153846,0.2,0.0307692307692307,0.1384615384615384,0.2452
19-1031,Conservation Scientists,"Life, Physical, and Social Science",0,1,3,79089.90000000001,0.2461538461538461,0.0615384615384615,0.4307692307692308,0.4461538461538462,0.4,0.0769230769230769,0.0615384615384615,0.0
19-1032,Foresters,"Life, Physical, and Social Science",0,0,4,79218.90000000001,0.08,0.16,0.2,0.4,0.36,0.0,0.04,0.0
19-1041,Epidemiologists,"Life, Physical, and Social Science",0,0,5,89861.40000000001,0.1333333333333333,0.0,0.4,0.7333333333333333,0.3333333333333333,0.0,0.0666666666666666,0.0
19-1042,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1,0,5,109404.9,0.0769230769230769,0.0,0.2307692307692307,0.5384615384615384,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0381
19-2011,Astronomers,"Life, Physical, and Social Science",0,0,5,136327.2,0.2142857142857142,0.0714285714285714,0.3571428571428571,0.4285714285714285,0.0714285714285714,0.0,0.0714285714285714,0.3849
19-2012,Physicists,"Life, Physical, and Social Science",1,0,5,156025.5,0.1333333333333333,0.0666666666666666,0.4,0.4666666666666667,0.0666666666666666,0.0,0.0,0.2727
19-2021,Atmospheric and Space Scientists,"Life, Physical, and Social Science",1,1,4,121401.9,0.2083333333333333,0.0,0.3333333333333333,0.7083333333333334,0.0833333333333333,0.2083333333333333,0.1666666666666666,0.038
19-2031,Chemists,"Life, Physical, and Social Science",0,1,4,99188.1,0.0,0.0,0.2307692307692307,0.6923076923076923,0.0769230769230769,0.0,0.1538461538461538,0.2614
19-2032,Materials Scientists,"Life, Physical, and Social Science",0,1,5,128742.0,0.0666666666666666,0.0,0.4666666666666667,0.6666666666666666,0.0666666666666666,0.0,0.1333333333333333,0.1843
19-2041,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",1,1,5,91757.7,0.1145833333333333,0.03125,0.3645833333333333,0.6666666666666666,0.28125,0.0208333333333333,0.0416666666666666,0.0548
19-2042,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",0,1,4,117557.7,0.0967741935483871,0.1290322580645161,0.2580645161290322,0.7741935483870968,0.1935483870967742,0.032258064516129,0.064516129032258,0.043
19-2043,Hydrologists,"Life, Physical, and Social Science",1,1,5,102387.3,0.16,0.12,0.4,0.76,0.16,0.12,0.08,0.0748
19-2099,"Physical Scientists, All Other","Life, Physical, and Social Science",0,1,2,138326.7,0.375,0.0416666666666666,0.3333333333333333,0.3333333333333333,0.2083333333333333,0.0416666666666666,0.125,0.0379
19-3011,Economists,"Life, Physical, and Social Science",1,1,5,134598.6,0.0967741935483871,0.0,0.5161290322580645,0.7419354838709677,0.064516129032258,0.032258064516129,0.1612903225806451,0.2418
19-3022,Survey Researchers,"Life, Physical, and Social Science",0,0,5,74433.0,0.1333333333333333,0.0,0.6,0.7333333333333333,0.3333333333333333,0.0,0.0666666666666666,0.4316
19-3032,Industrial-Organizational Psychologists,"Life, Physical, and Social Science",1,0,5,125465.4,0.12,0.0,0.64,0.52,0.44,0.08,0.08,0.1577
19-3033,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.0591
19-3034,School Psychologists,"Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.0467
19-3039,"Psychologists, All Other","Life, Physical, and Social Science",1,0,2,129993.3,0.0555555555555555,0.0,0.6666666666666666,0.6111111111111112,0.2777777777777778,0.0,0.0555555555555555,0.0
19-3041,Sociologists,"Life, Physical, and Social Science",1,0,5,105844.5,0.0,0.0,0.5833333333333334,0.8333333333333334,0.1666666666666666,0.0,0.1666666666666666,0.3833
19-3051,Urban and Regional Planners,"Life, Physical, and Social Science",1,1,5,94234.5,0.2105263157894736,0.0,0.5789473684210527,0.4736842105263157,0.3684210526315789,0.0526315789473684,0.1052631578947368,0.0959
19-3091,Anthropologists and Archeologists,"Life, Physical, and Social Science",1,0,3,80508.90000000001,0.1363636363636363,0.0909090909090909,0.5,0.5,0.25,0.0909090909090909,0.0454545454545454,0.1354
19-3092,Geographers,"Life, Physical, and Social Science",0,0,5,103587.0,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0833333333333333,0.25,0.25,0.1096
19-3093,Historians,"Life, Physical, and Social Science",0,0,5,78870.6,0.0952380952380952,0.0,0.6190476190476191,0.4285714285714285,0.1428571428571428,0.0476190476190476,0.0952380952380952,0.028
19-3094,Political Scientists,"Life, Physical, and Social Science",0,0,5,151665.30000000002,0.0833333333333333,0.0,0.5833333333333334,0.8333333333333334,0.1666666666666666,0.0,0.0833333333333333,0.452
19-3099,"Social Scientists and Related Workers, All Other","Life, Physical, and Social Science",0,1,2,104928.6,0.1818181818181818,0.0,0.4545454545454545,0.5909090909090909,0.1818181818181818,0.0,0.0909090909090909,0.0327
19-4012,Agricultural Technicians,"Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.0058
19-4013,Food Science Technicians,"Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.2038
19-4021,Biological Technicians,"Life, Physical, and Social Science",1,0,4,57405.0,0.125,0.125,0.3125,0.5,0.125,0.0,0.0625,0.0599
19-4031,Chemical Technicians,"Life, Physical, and Social Science",0,1,3,62126.4,0.125,0.0625,0.3125,0.5625,0.0625,0.0,0.0625,0.3148
19-4042,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.1444
19-4043,"Geological Technicians, Except Hydrologic Technicians","Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.229
19-4051,Nuclear Technicians,"Life, Physical, and Social Science",0,1,2,102090.6,0.0277777777777777,0.1666666666666666,0.3055555555555556,0.4444444444444444,0.1944444444444444,0.0277777777777777,0.0833333333333333,0.0
19-4061,Social Science Research Assistants,"Life, Physical, and Social Science",1,0,4,60165.6,0.2285714285714285,0.0285714285714285,0.3714285714285714,0.6,0.2,0.0285714285714285,0.2857142857142857,0.4393
19-4071,Forest and Conservation Technicians,"Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.0221
19-4092,Forensic Science Technicians,"Life, Physical, and Social Science",1,0,4,75116.7,0.0476190476190476,0.0,0.3809523809523809,0.7142857142857143,0.0,0.0476190476190476,0.0952380952380952,0.0
19-4099,"Life, Physical, and Social Science Technicians, All Other","Life, Physical, and Social Science",1,1,2,64074.3,0.1971830985915492,0.028169014084507,0.352112676056338,0.4507042253521127,0.0704225352112676,0.028169014084507,0.1549295774647887,0.0955
19-5011,Occupational Health and Safety Specialists,"Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.0
19-5012,Occupational Health and Safety Technicians,"Life, Physical, and Social Science",0,0,5,99188.1,0.12,0.0,0.4,0.5625,0.1666666666666666,0.0277777777777777,0.08,0.0
21-1012,"Educational, Guidance, and Career Counselors and Advisors",Community and Social Service,1,0,5,72639.90000000001,0.2352941176470588,0.0294117647058823,1.0,0.4411764705882353,0.2941176470588235,0.0,0.1176470588235294,0.1182
21-1013,Marriage and Family Therapists,Community and Social Service,1,0,5,64616.1,0.125,0.0,1.0,0.4375,0.25,0.0,0.0,0.0
21-1015,Rehabilitation Counselors,Community and Social Service,1,0,5,45962.7,0.25,0.0,0.875,0.5,0.3125,0.0,0.0625,0.0
21-1021,"Child, Family, and School Social Workers",Community and Social Service,1,0,4,59688.3,0.0434782608695652,0.0,0.8260869565217391,0.4782608695652174,0.0869565217391304,0.0,0.0434782608695652,0.0074
21-1022,Healthcare Social Workers,Community and Social Service,1,0,5,72498.0,0.0625,0.0,0.875,0.375,0.3125,0.0,0.0,0.0916
21-1023,Mental Health and Substance Abuse Social Workers,Community and Social Service,1,0,5,57843.6,0.0769230769230769,0.0,1.0,0.2307692307692307,0.1538461538461538,0.0,0.0,0.0
21-1091,Health Education Specialists,Community and Social Service,1,0,4,69943.8,0.5625,0.0,0.6875,0.25,0.1875,0.0,0.125,0.1376
21-1092,Probation Officers and Correctional Treatment Specialists,Community and Social Service,0,0,4,68395.8,0.238095238095238,0.0,0.7142857142857143,0.5238095238095238,0.2857142857142857,0.0,0.0476190476190476,0.0
21-1093,Social and Human Service Assistants,Community and Social Service,1,0,4,43537.5,0.0555555555555555,0.0,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0
21-1094,Community Health Workers,Community and Social Service,1,0,4,51006.6,0.0,0.0344827586206896,0.8620689655172413,0.2413793103448276,0.0689655172413793,0.0,0.0344827586206896,0.0
21-2011,Clergy,Community and Social Service,0,0,5,63197.1,0.0952380952380952,0.0476190476190476,0.6190476190476191,0.0952380952380952,0.1904761904761904,0.0,0.0,0.1116
21-2021,"Directors, Religious Activities and Education",Community and Social Service,0,0,4,52644.9,0.4736842105263157,0.0,0.631578947368421,0.3684210526315789,0.4736842105263157,0.0,0.0,0.153
23-1011,Lawyers,Legal,0,0,5,155973.9,0.0454545454545454,0.0454545454545454,0.5,0.2727272727272727,0.2272727272727272,0.0,0.1363636363636363,0.1673
23-1012,Judicial Law Clerks,Legal,0,0,5,69066.6,0.0526315789473684,0.1052631578947368,0.631578947368421,0.3684210526315789,0.2105263157894736,0.0,0.2105263157894736,0.1704
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",Legal,0,0,5,128806.5,0.0769230769230769,0.0,0.3076923076923077,0.6923076923076923,0.2307692307692307,0.0,0.0,0.3048
23-1022,"Arbitrators, Mediators, and Conciliators",Legal,1,1,5,80328.3,0.0,0.0,0.55,0.35,0.15,0.0,0.0,0.2426
23-1023,"Judges, Magistrate Judges, and Magistrates",Legal,0,0,5,172756.80000000002,0.05,0.0,0.3,0.35,0.15,0.0,0.0,0.3109
23-2011,Paralegals and Legal Assistants,Legal,1,0,3,65712.6,0.1666666666666666,0.0,0.4166666666666667,0.4166666666666667,0.25,0.0,0.1666666666666666,0.2927
23-2093,"Title Examiners, Abstractors, and Searchers",Legal,0,0,2,60797.7,0.0,0.0,0.2352941176470588,0.6470588235294118,0.0588235294117647,0.0,0.1764705882352941,0.0216
25-1011,"Business Teachers, Postsecondary","Education, Training, and Library",1,0,5,108308.4,0.0833333333333333,0.0,0.625,0.375,0.4166666666666667,0.0416666666666666,0.0833333333333333,0.3072
25-1021,"Computer Science Teachers, Postsecondary","Education, Training, and Library",0,0,5,106063.8,0.08,0.0,0.68,0.36,0.4,0.0,0.04,0.2414
25-1022,"Mathematical Science Teachers, Postsecondary","Education, Training, and Library",0,0,5,94466.7,0.0,0.0,0.6363636363636364,0.3636363636363636,0.3636363636363636,0.0,0.0454545454545454,0.4305
25-1031,"Architecture Teachers, Postsecondary","Education, Training, and Library",1,0,5,112204.2,0.0,0.0,0.6363636363636364,0.3636363636363636,0.3181818181818182,0.0454545454545454,0.0454545454545454,0.0
25-1032,"Engineering Teachers, Postsecondary","Education, Training, and Library",1,0,5,131218.80000000002,0.0,0.0,0.6521739130434783,0.3478260869565217,0.391304347826087,0.0,0.0434782608695652,0.3589
25-1041,"Agricultural Sciences Teachers, Postsecondary","Education, Training, and Library",0,0,5,109185.6,0.0,0.0,0.6521739130434783,0.3478260869565217,0.391304347826087,0.0,0.0434782608695652,0.0
25-1042,"Biological Science Teachers, Postsecondary","Education, Training, and Library",1,0,5,106489.5,0.0,0.0,0.6923076923076923,0.3461538461538461,0.3461538461538461,0.0,0.0384615384615384,0.2914
25-1043,"Forestry and Conservation Science Teachers, Postsecondary","Education, Training, and Library",0,0,5,112101.0,0.04,0.0,0.64,0.36,0.36,0.0,0.04,0.0206
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Education, Training, and Library",0,0,5,117209.4,0.0,0.0,0.6153846153846154,0.3846153846153846,0.3461538461538461,0.0,0.0384615384615384,0.0396
25-1052,"Chemistry Teachers, Postsecondary","Education, Training, and Library",0,0,5,102619.5,0.0,0.0,0.6923076923076923,0.3846153846153846,0.3846153846153846,0.0,0.0769230769230769,0.2185
25-1053,"Environmental Science Teachers, Postsecondary","Education, Training, and Library",0,0,5,103083.9,0.0,0.0,0.625,0.375,0.4166666666666667,0.0,0.0416666666666666,0.0232
25-1054,"Physics Teachers, Postsecondary","Education, Training, and Library",1,0,5,117132.0,0.0,0.0416666666666666,0.625,0.3333333333333333,0.375,0.0,0.0416666666666666,0.0
25-1061,"Anthropology and Archeology Teachers, Postsecondary","Education, Training, and Library",1,0,5,108282.6,0.0,0.0,0.7083333333333334,0.4583333333333333,0.375,0.0,0.0416666666666666,0.0236
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Education, Training, and Library",1,0,5,96027.6,0.0,0.0,0.6521739130434783,0.391304347826087,0.3478260869565217,0.0,0.0434782608695652,0.0
25-1063,"Economics Teachers, Postsecondary","Education, Training, and Library",1,0,5,130909.2,0.0,0.0,0.6363636363636364,0.3636363636363636,0.3636363636363636,0.0,0.0454545454545454,0.0
25-1064,"Geography Teachers, Postsecondary","Education, Training, and Library",0,0,5,103651.5,0.08,0.0,0.68,0.32,0.36,0.0,0.04,0.0
25-1065,"Political Science Teachers, Postsecondary","Education, Training, and Library",1,0,5,107547.3,0.0,0.0,0.6363636363636364,0.3636363636363636,0.3636363636363636,0.0,0.0454545454545454,0.0
25-1066,"Psychology Teachers, Postsecondary","Education, Training, and Library",1,0,5,98955.9,0.037037037037037,0.0,0.6666666666666666,0.3703703703703703,0.3703703703703703,0.0,0.037037037037037,0.3219
